text,rating,label
sesuai gambar kirim,5,True
baguss murahhh bagus,5,True
oke barang tipis alas lumayan sesuai harga,3,False
produk bagus harga murah,5,True
bagus ukur warna cantik gmbarny,5,True
bagus sendal unik karet licin murah,5,True
langgan bata harga murah kualitas kga dragukan,5,True
bagus bgt sepatu sendal suka,4,False
kualitas produk packing seller kotak plastik bening barang hujan,5,True
lucu unik gtu model dpt harga murah,5,True
kualitas produk packing seller kotak plastik bening barang hujan,5,True
nomer ukur hadehh,3,False
alhamdulillah istri suka kualitas oke,5,True
bagusss sukaaaa bangeeet tengkyu,5,True
keren banget cepat,5,True
pesan sesuai kirim cepat rabu pagi tranfer kamis sore tahan layan castaumer puas kayak puas makasih,5,True
barang cepet sampaonya,5,True
bagus murah nyaman dipake,5,True
barang terima,5,True
barang kirim ongkos kirim bolak kyk harga spatu terima deh,1,False
siiiiplah,5,True
produk bata top bnget,5,True
makasih barang sesuai pesan,4,False
kualitas ragu hargaaa murah buru belanja toko buru abis,5,True
size,3,False
sepatu sandal bata juara,5,True
bagus barang enteng dipake,5,True
bagus,5,True
cepat sepatu cakeeepp bingits sayang sempit,5,True
bagus murah,5,True
barang bagus kirim cepat terims kasih,5,True
baguuusss barang cepat,5,True
bintang berkataa mantaaapp,5,True
woke sesuai pesan mudah awet,5,True
barang sesuai pesan respon mantafff trimakasih,5,True
produk sesuai deskripsi kirim bru stelah bbrp kli tegur ekspektasi lebaran bgt,1,False
barang ssuai skripsi,3,False
sendal bagus suka,5,True
bagus ringan bgt cepet thx,5,True
puas banget kualiatas banget nyaman banget pakai the best poko kirim cepat seller ramah banget,5,True
kirim smoga muat brg tdk packing pake plastik,4,False
bagus murah bagus puas,5,True
barang bagus asli bata harga bagus diskon kirim cepat cuman nomor pesan cek sesuai pesan kirim nomor,3,False
sesuai pesan,5,True
packing produk barang cepat kirim puas,5,True
keren bgt kaki dipakenya,5,True
siiiiiiiiiibbbbbbbbb,4,False
sayang size paksa pakai kaus kaki delivery cepat overall recommended,5,True
sip deh barang sesuai deskripsi harap ukuranx nyaman pakai kotakx penyok tpi gpp bagus sepatux,4,False
sipppppppppppppppppppppppp,5,True
sipppppppppppppppppppppppp,5,True
produk bagus packing rapi pokok,5,True
tkz barang cantik,5,True
produk layan oke mantap nuhun,5,True
barang bagus bgt kecewa ongkos kirim barang sdh sampe grab biaya ongkir dobel ongkir,5,True
cinta ploduk ploduk indonesia bahan kualitas jamin oke mantab slip nyaman,5,True
nyaman pakai cepat proses pesan,5,True
sip respon cepet barang sesuai deskripsi mantab,5,True
sesuai skripsi sukses bata,5,True
kulitas mantap,5,True
mantul bro barang,5,True
sepatu model keren,5,True
terimakasih barang,4,False
good quality with affordable price,5,True
terima kasih barang bagus puas,5,True
baguuuuuuuuuuuuuuuuuuuus cepaaaaaaaaaaaaaat mantaaaaaaap,5,True
thanks,5,True
bagus barang sesuai harap tali lbh pjg belah kanan krn flash sale toleransi fungsi,5,True
barang sesuai deskripsi rekomend dech sukses lapak,5,True
thankkkkkkkkkkkkkkkk youuuuuuuuuuuuuuuu,5,True
mayan,5,True
terima kasih puas dgn produk,5,True
barang sesuai foto warna ukur pakai kirim cepat packing rapih respon mkasih,5,True
packing rapih barang bagus,5,True
barang sesuai gambar kirim cepat kaki sesuai ekspektasi recommended seller terima kasih,5,True
ukur model sesuai deskripsi kecewa noda hitam noda minyak oli ganggu tampil inspector,3,False
bahan sepatu bagus barang sesuai dgn foto thanks,5,True
suka banget kualitas oke harga murah respon jual cepat kirim happy,5,True
muas terima kasih,5,True
barang bagus banget harga diskon mantekin store bata tpi diskon hehe puas banget pokok moga awet,5,True
sesuai pesan produk original recomend produk,5,True
puass next belanja,5,True
bagus cantik beli keluh alas kelupas model awet cepet bubuk,3,False
productnya standard proses kirim bayar mahal pakai gojek instant teteup proses besok kirim gojek instant jam sore besok liat shopee toko harga lbh murah 50rb free ongkir dpt disc 15rb damn sepatu kulit ngelupas anggap ksh rejeki bata official store,3,False
kualitas alas kaki mudah kelupas lap kain,4,False
produk bagus harga murah,5,True
respon cepat barang sesuai pesan mantaps,4,False
cepat sesuai deskripsi sepatu mantap,5,True
nice product kirim cepat,5,True
bagus sesuai deskripsi,5,True
produk sesuai deskripsi barang bagus ukur packing rapi terimakasih,5,True
cepat kirim barang,5,True
barang oke nyesel beli kmrn,5,True
good service good seller thx gannnnn,5,True
oke sendal lucuk makasih,5,True
barang baguss dpt harga flash sale murce bgt,5,True
produk its moga awet,5,True
sandal ringan empuk licin,5,True
barang oke kayak sandal miniso,5,True
warna sesuai foto deskripsi jual,5,True
packing rapi sepatu bagus sesuai deskripsi admin lbh perhati wkt kirim krn jarak wkt proses mesan kirim pdhl jne yes moga lbh terima kasih,4,False
sepatu cakep enteng,5,True
makasih bata,5,True
ringan empuk pakai,4,False
produk bagus malaysia sesuai deskripsi packingnya bulk overall,5,True
barang sesuai muas recommeded seller,5,True
terima kasih,5,True
terima kasih,5,True
bagus sesuai harap,5,True
produk bagus orginal,5,True
dos packing ancur parah,1,False
pesan warna putih kirim warna abu tolong teliti ecek barang kirim,2,False
mantul sandal oke sipppp trmksh,5,True
bagus layan ramah,5,True
tulis catat kirim sesuai sistem krn pesan oke gpp seler sesuai sistem catat jual seller ngomel fakta trims barang bagus cepat gede trims,2,False
produk terima sesuai picture display akurasi produk kualitas seller responsif informatif good product good seller,5,True
barang cepat terima kasih,5,True
cepet barang mulus thx bata ukur nomor,5,True
bagus,5,True
makasiah sepatu,5,True
kirim cepat kualitas produk puas banget pokok recommended,5,True
sandal nyaman bagus suka,5,True
sandal bangattt kirim,5,True
barang oke kirim lambat,5,True
barang bagus sesuai deskripsi respon,5,True
packaging rapi kirim produk sesuai,4,False
harga beda bandrol sendal,5,True
bandrol 150 ribu situ ngerasa kecewa hehe,5,True
mantap packing lbh perhati ajah yah,5,True
kualitas produk bagus sesuai foto deskripsi kirim mundur,4,False
matur nuwun barang,4,False
kirim cepat thank bata,5,True
terima kasih barang,5,True
repon kirim cepet barang kualitas lumayan lem kanan kayak foto cek kirim kotak ancur banget rapi,2,False
bagus puas banget cocok bngt,5,True
mantul barang,5,True
bagus sesuai pesan tenkyu,4,False
dlu sampe bata,5,True
mantab kualitas respon jual cepat,5,True
beli toko harga murah,5,True
rugi beli sandal topppppp banget bahan kwalitas,5,True
sandal sesuai gambar nyaman pakai terima kasih,5,True
mantapppp banget hihihi dpt flashsale love bata,5,True
bagusss respon cepat kirim cepat moga awet,5,True
nyesel deh belanja sni barang mulus packingan rapih cepat,5,True
barang bagus kirim cepat,5,True
mantap kirim cepat barang sesuai pesan,5,True
kualitas produk bagus nyaman pakai,5,True
oke pake banget kirim cepat produk ori,5,True
terimakasih barang barang bagus,5,True
muas terima kasih,5,True
sesuai gambar barang bagus top,5,True
barang bagus dgn harga murah tkyu,5,True
barang sesuai pesan alhamdulillah harga flashsale kirim free pakai kode promo osongkir terima kasih tokopedia bata indonesia,5,True
bagus pakai dpt harga murah,5,True
barang barang,5,True
brg bagus harga bagus,5,True
sendal bagus mantep respon cepet sukses,5,True
kualitas produk bagus kirim,5,True
seller informatif info stock tahan,4,False
best seller recomen,5,True
toreee mantaaappp jiwaaaaa,5,True
terima kasih paket terima moga tmbh sukses,5,True
produk sesuai deskripsi rapih respon jual oke ukur sayang jasa kirim oke ninja kirim kardus sepatu rusak selisih sampenya selisih,5,True
sepatu sesuai pesan kualitas bagus lem oke moga awet kirim cepat,5,True
brg sdh terima dgn thanks,5,True
kualitas sesuai deskripsi gambar,5,True
barang sesuai deskripsi nyaman pakai pakai bata respon jual,5,True
oke barangny sesuai dgn harga,5,True
barang sesuai pesan terima kasih,5,True
kirim cepat packing rapih sesuai pesan,5,True
sendal bagus empuk ukur kirim cepat puas dgn sendal,5,True
respon kirim sgt cepat barang sesuai foto empuk ringan,5,True
bagus kualitas fast respon,5,True
kualitas sandal bagus nyaman pakai kecewa,5,True
trims sesuai deskripsi,5,True
sepatu bagus,5,True
barang sdh terima terima kasih,4,False
bagus sepatu kirim cepat,5,True
moga cepat rusak gaesss,4,False
barang sampe ukur respon seller puas barang,5,True
barang cepat rapi kirim,5,True
pesan merah kirim abu alhamdulillah,5,True
lumayaaaaaaannnn,4,False
barang bagus packing rapih cepat terimakasih,5,True
bagus banged barang bgd dipakenya nyampeny tengkyu bata toped sukses,5,True
biar bintang bicara,5,True
terima kasih,5,True
model kece keren jiwa muda wkwk thanks,5,True
makasih bagus banget mama suka,5,True
untung coba2 sendal toko offline beli offstore tokped galau pilih ukur mantap,5,True
terimakasih barang bagus buar mudah2n org suka terimakasih bata,5,True
packingnya pakai plastik doang barang sesuai,3,False
,5,True
model warna sesuai gambar deskripsi kualitas bahan jahit rapi lem rapi sayang material sol keras kaku sepatu pantofel kaku order butuh sekolah ajar mumpung diskon ukur sengaja nomor pakai coba longgar saran order pakai nomor lepas rekomendasi sepatu model bagus sketch kualitas terima kasih seller tokopedia,4,False
recomended seller basa basi brg smpe cepat brg cocok thx sis,4,False
puas banget terimakasih bata,5,True
layan kualitas barang,3,False
jual ramah kirim cepat sendal bagus alhamdulillah suka terima kasih kak,5,True
sandal sesuai gambar harga discount untung,5,True
harga ongkir murah toko offline,5,True
mantap barang ragu official store,5,True
barang bagus moga awet thanx,5,True
bagus sessuai deskripsi,5,True
ukur sesuai dngn foto reccomended,5,True
produk sesuai deskripsi respon cepat,5,True
mantab barang bagus,5,True
barang mantap harga seller responsif suxes truz,5,True
terimakasih paket sepatu bagus sesuai foto deskripsi recommended,5,True
barang terima,5,True
biar bintang bicara,5,True
produk harga jangkau,5,True
bagus sesuai deskripsi seller fast respon kirim cepat,5,True
kereeeeennnn kakak suka banget makasih bata fast response fast delivery,5,True
bagus murah kirim,4,False
good quality fast respon delivery,5,True
size kasih,4,False
kirim rapi paket cepat produk sesuai deskripsi,5,True
mantap cocok beli toko store kalo mall harga 500ribu kalo tokopedia cmn 300ribu hahaha jossss terima kasih tokopedia,5,True
bintang bicara,5,True
baguussss delivery siip,5,True
produk sesuai pesan cuman packing barang kardus sepatu bungkus pllastik tipis,3,False
keren euy barangna trims,5,True
mantap bener mantap bener mantap bener,5,True
barang bagus bata awet nyaman,5,True
terima kasih paket terima,5,True
daebak nyaman pakai sesuai gambar,5,True
respon kirim cepat produk kualitas recommended seller,5,True
mantap bahan joss warna cocok mudah mudah awet,5,True
motif size warna lem,3,False
sendal tinggal label harga 149 000 kwkwkw,3,False
produk lumayan pakai,5,True
barang sesuai,5,True
bagus sesuai sayang kirim telat,5,True
barang terima sesuai thx,5,True
barang sesuai pesan packing rapi kirim barang cepat terima kasih bata,5,True
bagus nyaman pakai response good,5,True
produk sesuai kualitas bagus kirim krg respon msti ingetin,5,True
sempet jalan2 bata kalibata konon info lengkap sendal ukur tengok flashsale toped barang hasil liat foto komennya,5,True
bintang produk nuhun,5,True
pesan nomer dtg nomer mentang2 beli flash sale kasih sesuai kecewa bgt,1,False
mayan dapet murah store,5,True
,5,True
mantap pesan sesuai pesan good seller,5,True
produk sesuai gambar barang nyaman jalan,5,True
bagus nih recommended blm coba,4,False
packing oke barang sesuai deskripsi fungsi recommended,5,True
sesuai brngnya sesuai barang rapih ukur sesuai pesan moga awet trim,5,True
jne yes,4,False
mantapp smoga awet sesuai gambar,4,False
barang teliti terima order tingkat order dgn ukur kirim muat terima kasih harap teliti tingkat,4,False
sesuai deskripsi nyaman pakai thx,5,True
barang persis gambar ukur terima kasih,5,True
sesuai deskripsi bahan pakai ukur respon cepat thanks,5,True
produk bagus sesuai pesan packing rapih,4,False
barang sesuai deskripsi worth harga 100rb moga awet,5,True
nyaman pakai ukur banget thanks,5,True
barang bagus cocok,5,True
kereeeeennnn papah suka banget makasih bata fast response fast delivery,5,True
rantai pendek,1,False
kualitas bagus kirim cepat,5,True
produk sesuai gambar deskripsi,5,True
kirim telat pakai instant courier saking ramai barang fisik toko official barang cacat bagus nilai kirim msh sesuai jangka tokopedia jam kirim terima kasih bata official,5,True
kualitas bagus original moga awet trima kasih,5,True
barng bgs sesui harga,4,False
terimakasih sandal sdh sampe dgn selamat sandal ringan jln kalo lembut iklan oke,4,False
kualitas produk overprice,3,False
pesan tanggal sampe tanggal super,2,False
barang manstappp sesuai deskrifsi,5,True
pesan bungkus,3,False
lumayan kualitas telapak kaki nyaman thanks bata,5,True
bata sepatu jaman kirain sdh keren bgt nyaman msh terimakasih smga smakin,4,False
muatepz sesuai dgn gambar recomended,5,True
barang sesuai pesan,5,True
sesuai harga empuk deskripsi,4,False
kualitas sesuai harga,1,False
terimakasih barang terima,5,True
size lbh ukran,4,False
bagus sandal licin muka kirim cepat packing lumayan harga diskon gede,5,True
barang original layan bagus,5,True
barang sesuai ukur kirim cepat percaya mesan terima kash,5,True
sesuai pesan kirim cepat puas,5,True
mwaaannnnteeepppppppppp,5,True
respon cepat kirim barang original mantaap,5,True
bata lho,4,False
sandal bagus empuk kokoh sayang sizenya kalo sandal proses kota jakarta timur selatan depok harap site gudang biar cepet exchange,4,False
thanks,5,True
ukur kasih ukur,3,False
good seller mantapppp nyaman,5,True
produk bagus pakai ukur harun turun nomor ukur pakai,4,False
bata barang,3,False
barang sesuai muas recommeded seller,5,True
warna biru kirim warna hitam diberitahu hmm rangin bintang thx kirim cepat bahan pakai kaki,4,False
barang sesuai slow respon sibuk ttep puas krena barang retur udh sampe terimakasih,5,True
ragu bintang bicara,5,True
puas belanja layan ramah muas lupa tulis size pesan susul chat direspon highly recommended seller thuns,5,True
sesuai gambar pesan wlpn,5,True
puas kualitas,5,True
barang moga awet terimakasih admin,5,True
produk sesuai deskripsi respon jual cepat,5,True
bagus sepatu fast respon,5,True
mantapppp sangattt oke recomended,5,True
cepat nyaman pakai,5,True
official store kecewa bayar extra jne yes order libur tunggu barang kirim mulus barang reject not recommended,1,False
kelas official store nih rating kirim hahaha mending gausah proses deh basi banget order kirim,2,False
produk okeh size standard,4,False
oke,5,True
kaki diskon cashback free ongkir mantap,5,True
mantul bro barang,5,True
produk mantap original seller responsif packing rapi recomended seller,5,True
bagus sandal suka terimakasih,5,True
ukur warna sesuai deskripsi tksh,4,False
produk sesuai deskripsi,5,True
kualitas oke banget mantap,5,True
terima kasih paket terima produk sesuai deskripsi,5,True
size sesuai pesan,3,False
bagus cuman sayang kirim tettunda pake jne mahal ongkir pake gosend tunda sperti,3,False
mksh bagus bngt sepatu kaki empuk nyaman pakai,5,True
recomended official store tukar size senang hati bantu proses thx bata sukses,5,True
sepatu udh smp good moga awet layan ramah terimakasih,4,False
malam2 kaget hehehehe,5,True
barang selamat sesuai pesan,5,True
puas layan kirim cepat,5,True
respon kakak jual kirim cepat packing standar produk sesuai deskripsi harga segitu worthed,5,True
size bgt sesuai pesan thx tokopedia free ongkir thx seller,5,True
produk sesuai deskripsi saran ukur nomor sepatu ringan pakai respon seller cepat jam kantor proses retur tukar size ukur mudah produk toko rekomendasi,5,True
air drop sudh turun smoga awet,4,False
bagus sepatu sesuai gambar spesifikasi harga flash sale murah packing rapi kirim cepat thanks,5,True
terima paket sesuai harga moga awet,3,False
mantabs kaleng kaleng,5,True
barang sesuai deskripsi,5,True
sesuai sya mantaaabb,5,True
harga 299rb kualitas,2,False
cepat kirim kualitas sendal ringan dipake sakit,5,True
terima thanks,5,True
kirim tetep barang bagus bahan next order recomend belanja lapak sip,5,True
siiiiip sdh order barang okey,5,True
kualitas bagus puas produk layan super cepat tengkyuuu,5,True
mantaap sesuai gbr siiiiip,5,True
produk bagus sesuai ukur mudah mudah awet,5,True
produk sesuai deskripsi ukur nyaman kaki thanks seller,5,True
produk okkk lahh kirim telat,5,True
mantabbbb kualitas harga murah thankssss,5,True
bagus moga awet sendal dipake coba,4,False
barang kirim cepat,5,True
kalina beli tetep puas barangna makasih sukses,5,True
deskripsi sesuai barang mantap moga berkah,5,True
mantap recomended seller pokonyamah sumpah bohong,5,True
alhamdulillah nyampe sesuai dgn deskripsi maksih sellernya bngt,5,True
sesuai deskripsi moga awet suskses trs lapak,5,True
trimakasih promonya mantap barang,5,True
mantap terima terima kasih,5,True
terimakasih brg sdh dtg sesuai pesan bagus warna,5,True
barang bagusssss trmksh,5,True
barang bagus cepet neng,5,True
cepet banget costum jaman kaskus tetep bagus ane custom ketebelan kaya pake chat rubah biaya kirim kirbal ane tanggung hasil proses kirim cepet ajib kaga bintang,5,True
mntap mantap mantap mantap,5,True
produk mantap awet banget beli 3thn,5,True
biar bintang bicara,5,True
kualitas produk bagus,5,True
the besttt recomend pisyaannn,5,True
moga cocok langkah,5,True
goooooooooooooooooooooooood,5,True
sesuai deskripsi produk nyaman pakai seller responsif,5,True
bagus mutu bagus nyaman pakai,5,True
mantaaaaaaaaaaaaaaaaaaaaaaab,5,True
baguuuuus bgt oke daaaaaaah,5,True
good job recommended seller thx,5,True
barang kualitas warna oke sesuai dekripsi thanks seller,5,True
bagus suka moga awet,5,True
barang banget suka,5,True
produk terima mantap kualitas import perfecto recommended banget,5,True
sesuai harap moga awet terima kasih,5,True
keren kokoh terimakasih,5,True
produk bagus nyaman pakai,5,True
terima kasih produk cakep kirim cepat,5,True
untung size banget top sangaaaat,5,True
tttttoooooppppp bbbbbgggggttttt,4,False
kereenn dpet flashsale,5,True
puas beli flash deal,5,True
barang bagus pakai sesuai deskripsi trims,5,True
design warna bagus pakai moga awet sandal sukses lapak,5,True
banget beli,5,True
barang sesuai pesanannnnnn,5,True
barang bagus top deh,5,True
keren sesuai poko mantep mantul hihihi,5,True
produk sesuai deskripsi,5,True
original produk top bgt,5,True
ukur model sesuai deskripsi susah nomer rata2 ngasi caption size liat deskripsi produk bagus packingnya mantap liat serius usaha dagang packingan,5,True
barang bagus top deh,5,True
beli beli 1tahun produk bukti kuat awet tahan ajak basah basah licin pakai medan jalan harga murah kualitas diskon beli diskon value for money banget gaes,5,True
brg terima sesuai pesan,4,False
mantap,5,True
mantul barang tukar selera sukses beli sabertooth mantul,5,True
kualitas design warna keren body nyaman ngikutin kaki kecewa moga awet tingkat sukses,5,True
pake ccok banget kaki terima kasiih,5,True
sesuai kwalitasnya bagus suka banget sendal gunung banget warna ungu tali jrg nih,5,True
bagus sandal nyh trmksh bos,4,False
makasih banyakkk barang,5,True
brgnya nyaman pakai trims sabertooth moga brgnya awet yah,5,True
mantap sendal warna list ungu tebel bgt warna ngejreng alias terang bnr warna ukur thanks sabertooth,5,True
reapon cepat kualitas sendal bagus nyaman kaki,5,True
barang sesuai,4,False
bagus sendal suami suka warna ngejreng hihihi,5,True
nyaman pakai terimankasih sdh smp sesuai pesan,5,True
sol sandal tebal kokoh berat kaki tali tipis kaki angkat jalan serasa tarik barang berat tali tali lbh tebal spy dgn sol tebal thx,4,False
produk original indonesia cinta produksi indonesia produk original 100,5,True
asshhiiapp mantapp bosskyuuu,5,True
recommended seller,5,True
manteb recomended seller temu ukur sandal ukur gede ukur kaki gede sulit cari alas kaki,5,True
pokok mah sabertooth mantap fast respon recomended seller barang jga mantaf,5,True
fast respon kirim cepat produk kualitas bagus trims,5,True
kualitas terima kasih,5,True
barang sesuai gambar terima kasih sandal jga ringan bngt,4,False
motif gambar kecewa,2,False
terima kasih barang,5,True
barang sesuai kualitas bagus fast resp recommended,5,True
thanks barang sampe,5,True
paket terima sandal dipake sesuai deskripsi terimakasih,5,True
fast respon muas,5,True
sesuai pesan kirim cepat sesuau jadwal top markotop,5,True
mantap,5,True
kwalitas okk top banget,5,True
biar bintang bicara,5,True
mantabs sandal sesuai ukur warna kualitas well done,5,True
mantappppp ukur kualitas sesuai,5,True
puas sayang ukur pake,4,False
beli good sesuai iklan sandal empuk nyaman,5,True
produk terima mantappp pokok mah beli next time bicara,5,True
belanja puas,5,True
lumayan bagus mudah2an awet,4,False
barang bagus sesuai skripsi kendala dpt selesai dgn cepat recommed seller,5,True
fast respon packing rapih trima kasih,5,True
barang masyaallah bagus bener,5,True
siip barang sampe selamat produk sesuai dgn iklan smg awet slip dipake jalan licin mksh seller toped,4,False
barang sdh sesuai oesanan terima kasih,5,True
beli kemarin flash sale bdg jkt pakai jne reg nomor warna sesuai pesan tks,5,True
warna kirim sesuai pes gambar,3,False
puas barang tinggal liat kuat tali,5,True
kualitas bagus kirim cepat rekomendasi,4,False
mantap lahhhhhhhhhhhhhhhhhhhhhh,5,True
layan toko mantap ramah disiplin produk kelas wahid,5,True
paket slamet produk sesuai gambar test drive fast respon banget bener2 recommended seller nih terima kasih good job,5,True
mantapppppp,5,True
barang sesuai bagus kirim cepat banget thanks,5,True
bagussssssssssssssss,5,True
mantab bagus sandal,5,True
responnya cepat kirim cepat produk sesuai pesan suka moga awet trmksh,5,True
mantap sesuai reques skripsi,5,True
kirim cepat barang sesuai deskripsi,5,True
mantaapppppppppppppppppppppppppp,5,True
kirim cepat kualitas bagus,5,True
respon cepat kirim cepat barang sesuai thanks,5,True
terimakasih paket,5,True
terimakasih barang terima,4,False
alhamdulillah barang nyampe packing rapi kirim cepat,5,True
barang sesuai pesan respon cepat mantap bos,5,True
barang bagus top deh,5,True
barang sesuai foto,4,False
produk bagus mudah atur sesuai butuh rekomended suka model sendal customable,5,True
respon jual produk sesuai pesan,5,True
very recommended seller harga jangkau kualitas bagus seller ramah parah bagus pokok,5,True
bagus sesuai pesan,4,False
barang terima sesuai pesan seller quick response rekomended,5,True
barang sesuai puas bgt belanja terima kasih,5,True
respon cepat packing rapi size terima kasih,5,True
barang sesuai deskripsi kualitas empuk nyaman pakai,5,True
barang bagus ringan pakai,5,True
sdh bbrp beli produk oke ukur kaki sedia dpt hrg flash sale 99rb kirim cpt respond jual tahan tingkat kwalitas saran tali tempel sandal jahit biar lbh kuat,5,True
barang sesuai ekspektasi kondisi bagus sukses,5,True
produk bagus sesuai deskripsi tawar,5,True
barang packing kualitas bagus,5,True
terimakasih recommended seller fast response sandal bagus,5,True
barang bagus sesuai deskripsi bahan tali halus kaki,4,False
produk bagus proses mohon cepat biar jos kirim pakai gosend,5,True
sesuai pesan,5,True
pass banget maju,5,True
kualitas produk respon jual cepat,5,True
barang kaki trimakasih,5,True
pokok bintang,5,True
trimakasih seller tokopedia produk sesuai photo,5,True
mantull bener bosskuuu,5,True
kwalitas produk bagus packing rapih betul2 licin empuk,5,True
barang sesuai gambar recommended seller,5,True
never wrong pakai sabertooth ukur kaki raksasa ready braaayyy,5,True
terima kasih barang,4,False
bahan bagus sesuai harap recomendet banget suka jalan2,4,False
barang sesuai gambar pesan kualitas oke mantab,5,True
kualitas barang mantabbb,5,True
barang sesuai deskripsi,5,True
barang bagus kirim heheheh,5,True
never wrong pakai sabertooth ukur kaki raksasa ready braaayyy,5,True
mantaaaaaaaappppp top bgt barang kualitas inti puaaaaaaassss thanks kerjasamanya,4,False
barang sesuai pesan sip,5,True
barang bagus terimakasih moga awet,5,True
barang sampe selamat sesuai pesan pes,5,True
produk bagus terimakasih,5,True
makasih barang sampaiii,5,True
paket sdh terima cepat tksh seller toped,4,False
brg terima,4,False
terimakasih sdh terima,5,True
terimakasih sdh terima,5,True
nyaman kaki,5,True
keerrreennn paarraaahhhh,5,True
mantap seller recommended banget,5,True
senang produk paket rapi,4,False
sesuai deskripsi kirim cepat,5,True
barang nyampe rumah mudah2 awet barang respon cepat sukses sayang jne suka molor,5,True
produk bagus,5,True
barang pesan sesuai pesan good recommend trmksh,5,True
bagus sendal nyaman dipake keren,5,True
sesuai order gambar empuk pakai size produk pakai thanx,5,True
terimakasihhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,4,False
produk bagus,5,True
mantaappp,5,True
barang bagus makasih,5,True
terimakasihhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,4,False
paket sdh terima dgn sesuai pesan produk bagus sesuai harap very nice thanks,5,True
mantap gambar,4,False
ahh stylish bngt model nyaman dipake mantappp,5,True
barang thanks,5,True
kualitas bagus coba moga2 awet,5,True
barang keren sesuai deskripsi kualitas mantap kirim cepat recommended seller aaa,5,True
thanks sesuai gambar,5,True
barang sesuai pesan proses kirim cepat,5,True
pesan sdh terimakasih,5,True
bagus pelayanaan toko recomended banget terima kasih,5,True
trima kasih barang sampe sesuai mesan moga sukses,5,True
barang bagus sesuai harap respon kirim cepat,5,True
barang bagus thanks sabertooth,5,True
barang terima bagus trima kasih,5,True
barang sesuai pesan bagus,5,True
lumayan bagus barang,5,True
terima kasih barang sampe,5,True
wih mantap sendal bagus bahan bagus tali punggu kaki kaki lepas dipake sendal gunung jepit riber tali makasih yaaa next order,5,True
bagus barang,5,True
barang bagus kirim cepat,5,True
sandalny bagus pengirimanny cepat terima kasih recommended bggtttt,4,False
barang sesuai pesan,5,True
okee seller informatif sendal empuk worth banget harga moga kuat hehehe next nyoba spectra,5,True
barang bagus layan bagus respon cepat recommended seller,4,False
sesuai harap dimarih barang puassss aweeeet koleksi warna,5,True
barang bagus sesuai harap respon kirim cepat,5,True
rapi bagus,5,True
kereeenn,5,True
barang bagus respon delivery cepat,5,True
cepet banget proses recommended seller,4,False
sidah tks sendal mantap,5,True
sip barang,5,True
kualitas akurasi produk muas terimakasih,5,True
barang bagus kualitas oke banget harga jangkau,5,True
barang terima sandal keren maju produk lokal indonesia,5,True
terima kasih bagus barang kirim cepat,5,True
barang mantap sesuai pesan,5,True
barang moga sukses good job,5,True
good product good seller recommended banget,4,False
kualitas bagus harga bagus empuk ukur kaki thx seller,5,True
trimaksh barang sampe,3,False
sipp sesuai gmbar,5,True
mantappp baguss bnget gann thx,5,True
respons cepat kendala puas layan recommend bgt pokok next order,5,True
recomended thanks barang,5,True
kualitas barang layan cepat barang selamat warna beda foto harga barang worth,3,False
mantap warna ukur berat cocok,5,True
paket sdh terima bagus sandal gunung suka smoga awet manfaat pakai gunung terimakasih,5,True
tanks barang nyampe,5,True
bagus keren moga awet,5,True
barang sampe nyaman moga awet sendal lancar usaha,5,True
barang mantabz respon cepat ukur mantebz mase,5,True
barang sesuai gambar request warna sdh dinote kirim brng sesuai gambar respond oke kualitas bagus sukses,4,False
kaki tali webing pendek,5,True
bagus sesuai pesan sayang gede,4,False
kualitas barang bagus kirim cepat recommended seller,5,True
trima kasih paket trima,5,True
trima kasih paket trima,5,True
barang darat makasih,4,False
terimakasih barang,5,True
barang thanks,5,True
barang terima terimakasih,4,False
bagus kualitas trims,4,False
thanks barang sesuai foto pakai coba oke mudah2an awet makasih sabertooth,5,True
bahan suka,5,True
terimakasih mantap,5,True
sesuai cepat,5,True
m4ntaappzzzz ru6i daahh,5,True
keren bangeeet sendal bagus besok2 pilih jasa kirim bandung tanggal sampe jakarta tgl terima sendal tanggal,5,True
terima terima kasih,5,True
puas sesuai dgn pesan,5,True
good product good service,5,True
seller fast response packing rapi barang bagus muas terima kasih,5,True
kualitas bagus nyaman pakai,5,True
bagus sesuai foto order,5,True
sandal bagus jahit rapi empuk kualitas bagus respon cepat,5,True
harga boong harga kualitas,3,False
never wrong pakai sabertooth ukur kaki raksasa ready braaayyy,5,True
ukur sesuai tapak sendal berat nyaman pakai saran cari bahan ringan pakai,4,False
barang keren respon seller cepat trm ksh,5,True
,5,True
packing rapih sesuai gambar terima kasih,5,True
sesuai pesan packing rapi terima kasih sukses,5,True
barang sesuai deskripsi kualitas bagus seller fast respon,5,True
kwalitas okk top banget,5,True
barang sesuai pesan cepat sandal nyaman pakai mantappp,5,True
barang terima trimakasih,5,True
sesuai gambar ukur kaki mantap kirim cepat top,5,True
biar bintang bicara,5,True
keren banget barang puas,5,True
sesuai pesan kirim cepat,5,True
,5,True
real pict kirim rapi,4,False
bagus sesuai pesan,5,True
barang sesuai deskripsi,4,False
barang sampe keren nyaman pake ukur suksek usaha abdi hatur nuhun pis,5,True
